text,hate_label,source,profanity_score,language,dataset_version,combined_date,text_length,word_count
retweet ha ha real name is ha sean unamused faceunamused face where you all get these ghetto ass names from,0,english_dataset,0,english,v1.0,2025-09-11,107,20
और तू कोनसा आदमी दिख रहा है मादरचोद किसी वैश्या खाने की हिजड़ी चबाने वाला लगता है ,0,hindi_dataset,0,hindi,v1.0,2025-09-11,82,17
once again thank you for your reviews of dominic caducei and karen jovanovich nate bender and jams palace are still awaiting review i really appreciate your reviews and the compliment on the articles,0,english_dataset,0,english,v1.0,2025-09-11,199,33
my favorite shop is zara hm bertha stradivarius ai love,0,english_dataset,0,english,v1.0,2025-09-11,55,10
haha you know what would also trigger them homosexuality you should suck a big fat cock that would own the fucking homophones,0,english_dataset,0,english,v1.0,2025-09-11,125,22
"Han rape hoa bachi ka wo bhi Maan baap ka qasoor tha, din deharray jawan jahan aulad maar daali tou bhi parents ka qasoor.",1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,122,24
उपायुक्त ने कहा कि अनलॉक शुरू हो गया है। अनलॉक का उद्ेदश्य आर्थिक गतिविधियों का संचालन कर आमजन को सुविधाएं उपलब्ध करवाना है। आमजन अनलॉक में कोरोना वैश्विक महामारी के प्रति गंभीरता न भूलें और अनलॉक में भी लॉकडाउन की भांति कोविड बचाव संबंधी नियमों व हिदायतों की अनुपालना करें।,1,hindi_dataset,0,hindi,v1.0,2025-09-11,274,50
retweet your man crush is a little bitch,0,english_dataset,0,english,v1.0,2025-09-11,40,8
"Thodi hi der pehle 'i hate u,i hate u' kaha or fir usi k liye whistle bajaya! Luv ki hi hamesha q bali di jati he dosti k naam pr?? https://twitter.com/Nkkhandelwalboy/status/944984243041480704 …",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,195,32
upd if necessary i can provide links to diffs confirming my statement,0,english_dataset,0,english,v1.0,2025-09-11,69,12
मोदी सरकार की नासमझी नीतियों और कोरोना को नियंत्रित करने में नाकामी ने भारत को एक अभूतपूर्व आर्थिक और स्वास्थ्य संकट में धकेल दिया है।,0,hindi_dataset,0,hindi,v1.0,2025-09-11,134,25
against leftists accusations say they are nazis because gratuitous and completely contrary to principle while all of those are not aware of the deep truth that they not realized,1,english_dataset,0,english,v1.0,2025-09-11,177,29
आइए हमेशा के लिए महिलाओं से छुटकारा पाया जाए,1,hindi_dataset,0,hindi,v1.0,2025-09-11,44,9
Tabhi toh tum jaiso ka rape ho jaata hai aur phir candle march nikal kar naatak karti ho...,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,91,18
Par yaha to suar jhund bana ke army pe patthar fekte hai. Jis jamin ka namak khate hai usi pe terrorism faila ke nirdosho ki hatya karte hai,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,140,28
"मॉमडैड बनने वाले हैं विरुष्का विराट बोले अविश्वनीय अहसास



    ",1,hindi_dataset,0,hindi,v1.0,2025-09-11,64,9
" घंटे में दूसरी बार संक्रमण  हज़ार के पार  
   ",1,hindi_dataset,0,hindi,v1.0,2025-09-11,47,8
his disdainful attitude towards other people to him think they represent refugees,1,english_dataset,0,english,v1.0,2025-09-11,81,12
पाकिस्तान नहीं पापकिस्तान है इसे मोदी सबक सिखा सकता है लेकिन अफसोस जो अपना ही देश में धर्म के नाम पर दंगा फसाद को रोक नहीं सकता तो किया बारात के सैनिकों को सुरक्षा देगाकृपया रोकें। अपनी नीति बदलें कब तब भारतीय सैनिकों को अपनी जान गवा पड़ेगी।,0,hindi_dataset,0,hindi,v1.0,2025-09-11,241,48
well the moth categories are large enough both and carry as many as moths that is enough for one whole page out of over species being described in those years alone it s different for world war ii era or precisely the period between s to because during those times there what a slut maximum of species described in total but after whatever see a huge increase in entomology enthusiasm i know much about beetles categories but category beetles described in is the main category which have close to species and will probably increase either way you should agree and so the deleted as well that the animals category becomes very claustrophobic and difficult to navigate through yes it carries the alphabet but even with that in order to find a specific species especially if a user look for moths is still difficult by the way i forgot to thank you personally for your help it s a pleasure to meet someone experienced and new at the same time,0,english_dataset,0,english,v1.0,2025-09-11,939,169
"मज़्ज़फ़रनगर मे संजीव बालियान ने सही मुद्दा उठाया है  बुर्क़ा वोट जैहाद को बढावा दे रहा है मतदान केन्द्र के बाहर ही बुर्के वालियो की जांच हो चेहरे का मिलान हो  कई मतदान केन्द्रो में मर्द बुर्क़ा पहन कर फ़र्ज़ी वोट डालने जा रहे हैं 

",1,hindi_dataset,0,hindi,v1.0,2025-09-11,226,45
pure yoga harmony mindfulness happiness yoga yoga love yoga life yogaeverywherea,0,english_dataset,0,english,v1.0,2025-09-11,80,11
"तमिलनाडु के तिरुपुर में  में हुई ऑनर किलिंग के मामले में सुप्रीम कोर्ट मद्रास हाईकोर्ट के फैसले पर विचार करेगा 
",1,hindi_dataset,0,hindi,v1.0,2025-09-11,112,20
" क्रिकेट विश्वकप में आईपीएल जैसे प्लेऑफ पर विराट कोहली का अहम बयान 
    ",0,hindi_dataset,0,hindi,v1.0,2025-09-11,72,12
upcoming releases this summer remixes on and the as well as a free download on spiral music in,0,english_dataset,0,english,v1.0,2025-09-11,94,18
muslims likewise have faced a problem simultaneously with inbreeding despite its rife,1,english_dataset,0,english,v1.0,2025-09-11,85,12
 माफिया को खत्म करने का एक ही तरीका। बॉलीवुड फिल्म इण्डस्ट्री को नोएडा शिफ्ट करो।,1,hindi_dataset,0,hindi,v1.0,2025-09-11,81,15
this testify that is the freehanded hacker of terroristnationpakistan,1,english_dataset,0,english,v1.0,2025-09-11,69,9
हमें जानवरो से पहले दलितों पर परिक्षण करना चाहिए,1,hindi_dataset,0,hindi,v1.0,2025-09-11,48,9
parcovima face with tears of joy,0,english_dataset,0,english,v1.0,2025-09-11,32,6
sara daj drastic s tim liberalism filozofijama cmu gay pride had mental image svi gayest i leave vega prada you trust overdose stalin koji men taken land overdose nih jer nisan homo fob nego military intelligence section 5 je sve to pretjerano pick apart out i political sami peter i leave,1,english_dataset,0,english,v1.0,2025-09-11,289,51
"ऐसे पाखंडो से दुर रहिये जो जल्लाद कमीने शैतान है शासन प्रशासन को ऐसे लोगो को सख्त से सख्त सजा देकर बीच चौक मे फ़ासी पर चढा देना चाहिए
जय हिंद जय श्री राम जय हिन्दु राष्ट्र 
अखिल भारत हिन्दु महासभा
 छत्तीसगढ़ प्रदेश युवा महामंत्री 
  मिलन साहु दिपक साहु ",1,hindi_dataset,0,hindi,v1.0,2025-09-11,253,49
medical technologist hi you guys i am studying for medical technologist in the netherlands and the content of this article does not apply to what my study is about i have nothing to do with analyzing fluids and lab work what i do has to do with applying technology in the medical field mri s ct scanners dominica applications hi tech medical instruments etc my study lasts years to achieve an title it consists of technical and medical classes mostly anatomy and pathology i would like to address this info to make this article more complete,0,english_dataset,0,english,v1.0,2025-09-11,541,96
in time bleeding out the emotionally retarded began still having to fight over fishing rights and business competition of,1,english_dataset,0,english,v1.0,2025-09-11,121,19
मैं तो पूरी गारंटी के साथ कह सकता हूं कि विकास दुबे अभी जिंदा है जिसका इनकाऊंटर हुआ वो एक निर्दोष व विकास दुबे का हमशक्ल थाक्योंकि जब वो उज्जैन में पकड़ाया तो भी वो एक पागलों जैसी हरकत किया और ब,0,hindi_dataset,0,hindi,v1.0,2025-09-11,194,42
i told you i have not edited any comment some comments in past have been edited by you i can see that and let other edit kushwaha article so that it does not give false look it is having now i hope this is this ok,0,english_dataset,0,english,v1.0,2025-09-11,213,46
"आरक्षण से राम नाथ कोविंद जी राष्ट्रपति बने हैं न कि मंदिर से । अपने संबोधन में राम मंदिर निर्माण उपलब्धि गिनाई लेकिन आरक्षण खत्म हो रहा है एक शब्द नही बोले ।
",0,hindi_dataset,0,hindi,v1.0,2025-09-11,158,33
निचली जात के लोग अन्य मनुष्यों की तरह जीवन जीने के लायक नहीं हैं,1,hindi_dataset,0,hindi,v1.0,2025-09-11,64,14
youtube obama is going to pay for my gas and mortgage,0,english_dataset,0,english,v1.0,2025-09-11,53,11
dye not class box standard on did you know what a slut updated with from the article lucy jane bedsore which you recently nominated if you know of another interesting fact from a recently created article then please suggest it on the did you know talk page,0,english_dataset,0,english,v1.0,2025-09-11,256,47
जय हिंद  सर के बदले  पाकिस्तानी सर चाहिए जय हिंद,0,hindi_dataset,0,hindi,v1.0,2025-09-11,48,10
मई बांग्लादेशियों से बेहद घृणा करता हूँ,1,hindi_dataset,0,hindi,v1.0,2025-09-11,39,7
वेटर बिलकुल व् झेल ने लायक नहीं है,0,hindi_dataset,0,hindi,v1.0,2025-09-11,34,8
couldnt happen to a nicer guy trumpisatraitor,1,english_dataset,0,english,v1.0,2025-09-11,45,7
expansion i find it unbelievable that there is not a page on this man he is surely one of the most influential people in britain as you can see from my meager efforts it is very difficult to track down info on him can whatever put this on a category for fast expansion or something,0,english_dataset,0,english,v1.0,2025-09-11,281,55
monica lewinsky article excuse me you did not even give a warning or anything i clarified the reasons for my edit change in the discussion section please do not give out erroneous warnings for things that do not line up with your view point be neutral first and foremost i did not do anything warranting a vandalism warning please refrain from this in the future,0,english_dataset,0,english,v1.0,2025-09-11,362,65
क्या यह बताना आसान है की मुझे यहां के सभी समलैंगिक लोगो से घृणा है,1,hindi_dataset,0,hindi,v1.0,2025-09-11,66,15
lighten up francis on same team in general but i advise you to chill out roll with the punches just a little and jab in spots not always even for humor it can be more effective like when jerry advised george on not overplaying the jokes p s yeah the kids are kids and trapped in dunning kruger similar to rumsfeld unknown but give them a break broadcast at intervals not continuous wave p s s peace brad and do not let the turkeys get you down p s s s that ossfrob or whatever his name is is right about shapely lema thereom it is still too math you can keep the essential content and make it better p s s s s beadwindow and all that,0,english_dataset,0,english,v1.0,2025-09-11,633,128
मेरे पिताजी के ऑफिस में काफी पाकिस्तानी हैं,1,hindi_dataset,0,hindi,v1.0,2025-09-11,43,8
"इस तस्वीर में जो आलीशान सोहफे और विश्वस्तरीय इंटीरियर डिजाइन  हैं यह किसी का ड्राइंग रूम नहीं है यह देश के  के लिए खरीदा गया बोइंग  वीवीआइपी एयरक्राफ्ट है ।अपने आप को जनता का सेवक और चौकीदार कहने वाला कितना विलासिता पूर्ण जीवन जीने का आदी हो चुका है ।
",1,hindi_dataset,0,hindi,v1.0,2025-09-11,252,50
did apac write this it is a bullshit propaganda piece full of irrelevant shit inserted to inflame opinion against the palestinians whatsoever know it what a slut an attack against civilians do any really need to know a forefather what a slut killed with his daughter in an encyclopedia article and a subdivision called glorification of the fucking seriously wikipedia is a joke when it comes to these topics whoever has more people edit the page gets to settle the sojourner truth what a joke,1,english_dataset,0,english,v1.0,2025-09-11,492,85
you seem to undertake a lot of contentious and sometimes widespread actions which gain the ire of some editors perhaps you would be better off discussing first,0,english_dataset,0,english,v1.0,2025-09-11,159,27
the subject of this article,0,english_dataset,0,english,v1.0,2025-09-11,27,5
as do i i had quit but then gamer gate happened e cig just was not cutting it anymore,0,english_dataset,0,english,v1.0,2025-09-11,85,19
"डीआरडीओ के अस्त्र मिसाइल से छुड़ेंगे दुश्मनों के छक्के

",0,hindi_dataset,0,hindi,v1.0,2025-09-11,56,9
Ja kutte bhagwi madarchod apni bhahen ka rape Kar Teri nhi tumari yahi aukat hai are Vese bhi har ghar mein sanbhu hai tubhi salo kutto apni bhahen ka rape karte ho,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,164,32
hey can you have look at it does not show how it should thank you,0,english_dataset,0,english,v1.0,2025-09-11,65,15
कोई केवल आशा ही कर सकता है की कोई उन बांग्लादेशियों को समाप्त करेगा,1,hindi_dataset,0,hindi,v1.0,2025-09-11,67,14
मेरा मानना है की दलितों की ज़िंदगी टट्टी से भी बुरी हैं,1,hindi_dataset,0,hindi,v1.0,2025-09-11,54,12
just booked restaurant gordon ramsey for my birthday in bihdaycelebration,0,english_dataset,0,english,v1.0,2025-09-11,73,10
mate when i what a slut training to be rich one thing they stressed above anything what a slut that mental handicap definitely is not a medical condition in fact one of the main things taught to us what a slut that the medical model what a slut a poor model for the care of mentally handicapped people because the model is based on treatment and mentally handicapped people cannot be cured a model based on normalization or social role valorization is more appropriate how can such a vast collection of disorders abilities be a single medical condition i do not mean to be contrary and must admit to having left the profession some years ago utc,0,english_dataset,0,english,v1.0,2025-09-11,645,117
मुल्ले गौ खाना नहीं छोड़ेगा और दुसारो का कहना है कि मां करेगी गौ कोई बचे नहीं। वाह भाई वाह एक बात सुन लो पाकिस्तानी सूअर रेंडी के जाने हलाला के पेड़ पर है। इस लेये चुप कर युद्ध करते हैं। उनको जल्दी ही भारतीय सेना छोड़ देगी,0,hindi_dataset,0,hindi,v1.0,2025-09-11,222,48
राष्ट्रीय शिक्षा नीति की सफलता केंद्र तथा राज्य दोनों के प्रभावी योगदान पर निर्भर करेगी। भारतीय संविधान के अंतर्गत शिक्षा कनकरेंट लिस्ट का विषय है। अतः इसमें केंद्र और राज्यों द्वारा संयुक्त और समन्वयपूर्ण कार्रवाई की आवश्यकता है।,1,hindi_dataset,0,hindi,v1.0,2025-09-11,230,38
Rajneeti ko gandhwa diya ha in sapa Congress ne I hate this type of rajneeti,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,76,15
mister japan with principle of wiki is not respected,0,english_dataset,0,english,v1.0,2025-09-11,52,9
दीवारों को नमी से कैसे बचाएं नमी से हो सकती हैं सांस की परेशानी घर के अंदर ताजी हवा का सर्कुलेशन बढ़ाएं  तरीकों से पाएं सीलन से निजात   ,1,hindi_dataset,0,hindi,v1.0,2025-09-11,136,28
बोलता हूं मोदी सर को कि चारा घोटाले का काम जल्द ही खत्म हो जाएगा,0,hindi_dataset,0,hindi,v1.0,2025-09-11,64,15
Bc terrorism ko kis se compare kr rha h :/,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,42,10
हिन्दू अपवित्रहोते हैं,1,hindi_dataset,0,hindi,v1.0,2025-09-11,22,3
obviously you re a huge fucking idiot and want you to to,1,english_dataset,0,english,v1.0,2025-09-11,56,12
Aaj Jo Kiya h na reality show ne I hate him for my life disgusting kaise koi itna gir skta h apne faide ke liye saari hade paar kr Di..,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,135,30
i hate this ammi ne zabardasti pilai hai,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,40,8
fakenewsmedia left out one fact those migrants are being treated at u s taxpayers expense and are public charges ripping off taxpayer treat them then sendthemback not more illegal draining u s resources not hereto stay trump maga immigration,0,english_dataset,0,english,v1.0,2025-09-11,241,39
what do you mean would you all like for me to contribute to the article or would it be called a point of view even though i provide sources the i am about to mentions of the dravidian martial arts am i allowed to contribute more to that for your information did you know that the term is a big pov i am surprised you have not raised any recess about that it is like saying there what a slut an ancient canada you tell freedom skies that he will wet his pants and say with anyway i guess the whole battle started over bodhidharma i will not touch that section or even talk about it i know where jd is coming from in regard to the subject on bodhidharma it is his heritage and for someone else to talk about it i know it probably gets to him just like freedom skies trying to claim our arts as theirs and not give us any credit for it i hope that i did not offend you jd truce,0,english_dataset,0,english,v1.0,2025-09-11,874,178
Bhai I never hate any religion Baaki koi kuch bhi smjhe,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,55,11
"अनुच्छेद  की समाप्ति के बाद नया लद्दाख।

मोदी सरकार द्वारा जल्द ही लद्दाख के लिए नए डोमिसाइल कानून की घोषणा की जाएगी।

 ",1,hindi_dataset,0,hindi,v1.0,2025-09-11,120,22
had they never been on meds know any modern family friend who wasn t i rest good case then,1,english_dataset,0,english,v1.0,2025-09-11,90,19
and they are conflicting so what use are they other than in the context of uncertainty which is very well expressed by the original source,0,english_dataset,0,english,v1.0,2025-09-11,138,25
retweet drawing myself an organic powdered goat milk bath with rose petals and chopped clams ewe what just kidding it is mr bubble,0,english_dataset,0,english,v1.0,2025-09-11,130,23
मई इन सब हिजड़ों को तकहह संहजता हूँ,1,hindi_dataset,0,hindi,v1.0,2025-09-11,34,8
now how come holmes a half jamaican born citizen of the uk is considered more british and notable than say margaret thatcher what a load of crap admit it this is a pc reflection and nothing else i could neeeeevvvvver move to africa or asia marry have children and expect my gold medalling athlete children to get posted on a webpage about the chinese and africans it is simply absurd whatever are not allowed an identity everyone else is and of course whatever have mr authoritarian snowed arguing that anyone who tries to remove holmes from the article despite numerous complaints is a vandal and he shows his disease when he for some reason feels it is necessary to blab on about oh whatever all came from africa or oh our ancestors should not have come to their bands blah blah blah gee i wonder what is influencing his decisions i would never donate money to this propaganda machine that is wikipedia god save britain from its own self implosion h montgomery,0,english_dataset,0,english,v1.0,2025-09-11,962,172
let me most kindly suggest that perhaps you bazaar will need me to get a life,1,english_dataset,0,english,v1.0,2025-09-11,77,16
हमें अपने समाज में पाकिस्तानियों के लिए खुली नफरत को दूर करना होगा।,1,hindi_dataset,0,hindi,v1.0,2025-09-11,67,13
borisjohnsonshouldnotbepm but there of lots to point discussing it save her eyes because it is not our choice this is not democracy whatever win more control over love wins... keep singing them until the gestapo knock the door,1,english_dataset,0,english,v1.0,2025-09-11,226,38
मई तुमसे बेहत नफरत करता हु,0,hindi_dataset,0,hindi,v1.0,2025-09-11,26,6
@reportpemra @AamirLiaquat camershal onair honi chahiye aap khud sochiye kya ye hate spech nhi. ......3/3,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,105,15
i take a video to the playlist kid goes full retard after sam parks his car in her gym,1,english_dataset,0,english,v1.0,2025-09-11,86,19
सभी पाकिस्तानी हरामखोर होते हैं,1,hindi_dataset,0,hindi,v1.0,2025-09-11,31,5
"Naqli tasveer vaale daanishmand bhakt maharaj, mujhe hate monger bulaane se pehle aainaa dekh liyaa hothaa. Jai Hind.",1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,117,18
by using gandinaaliabuse they had scooped out parliament level,1,english_dataset,0,english,v1.0,2025-09-11,62,9
"Kyunki bhansali news chanel pe nafrat nahi faila raha tha, aur fateh ka maqsad sirf nafrat failana hai https://twitter.com/bhak_sala/status/833703990567268353 …",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,160,20
रिक्वेस्ट क्रते एच अपने भारत सरकार से कि कब तक ये चलता रहेगा कुछ करो पाकिस्तानियो को सेल करो घर में घुस कर मार दो सबको सेल ये एचएम इंडियन समझ क्या रखा है,0,hindi_dataset,0,hindi,v1.0,2025-09-11,153,34
फ़िर कश्मीर नींद में भी कश्मीर कश्मीर बोलता हो क्यू  साल हो गए ह भाई तू देखले भारत कहा पाहुंच गया ह या पाकिस्तान खा पाकिस्तान के विकास पर ध्यान दे।,0,hindi_dataset,0,hindi,v1.0,2025-09-11,147,31
why should gays get rights,1,english_dataset,0,english,v1.0,2025-09-11,26,5
never been any mexican,1,english_dataset,0,english,v1.0,2025-09-11,22,4
bill maker is a known pos,0,english_dataset,0,english,v1.0,2025-09-11,25,6
dirty jews also tend to to be only the smartest,1,english_dataset,0,english,v1.0,2025-09-11,47,10
Aparte aaggg  hate this,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,23,4
retweet foh retweet laughing my ass off sixty but im very skinny so bitches dont like me,0,english_dataset,0,english,v1.0,2025-09-11,88,17
when i what a slut in school id dress like by a freaking toyboy and from the s that extremely separated me from guys at my school... all seventeen of them wore my champion sweatpants like and hoodies because brut girls used to say i looked twice my age which added to the dynamic and also aided my amused mind mastery,1,english_dataset,0,english,v1.0,2025-09-11,317,61
इन वेश्याओं के बिना आज हमारा देश कितनी ऊपर पहुंच चूका होता,1,hindi_dataset,0,hindi,v1.0,2025-09-11,58,12
ISE DEKH KAR JISKA KHOON NA KHOLE OR WO CHEEPIKIANS KO SUPPORT KARE TO WO CHUTIYA https://twitter.com/indicine/status/678186502291984384 …,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,138,18
okay so where is the uncensored version welcome to hell is going to be fat ugh atheist makes me so mad your living are not you so wake up there is a god i bet you will put oh my god on facebook or if something bad happens you say oh my god wake up why do the planets rotates around a ball of fire why have not there been a plague that wiped us out hugh evolution is a diversion created by some scientist that thinks he is smarter than every single person on this earth yes bad things happen but pay attention to the positives laugh now cry later very happy face or smiley but he has dna from new york to japan ha he said ninjas extreme droll he ate a baby wait how did you are welcome take the picture on the right then see talked to the girl on the left who turn the camera off then on do not judge me damn fags welcome to scared as hell mortal kombat what a slut only plus tag combat now you have to spend on tag tournament hell no mortal format humbling river resident evil clairewesker so the asian getting jumped is the bad guy girl watch porn you like come in your ass scorpion is the best ever he would pill his skin and then wear it to cover his skull face so why are you looking at transformers if it suck raidens scratch fatality what a slut cool are you on crack jarek did not die rates versus scorpion hate how niggas drink,0,english_dataset,0,english,v1.0,2025-09-11,1335,269
किसी भी पाकिस्तानी को फांसी नहीं दी जानी चाहिए,0,hindi_dataset,0,hindi,v1.0,2025-09-11,46,9
hello you my love i will stay able to see you here and,1,english_dataset,0,english,v1.0,2025-09-11,54,13
this i g g e are in town tried to talk to me i what a slut having none of it,1,english_dataset,0,english,v1.0,2025-09-11,76,21
i have responded to the proposer on their talk page and removed the pending further discussion and negotiation the proposer had the generous courtesy and liberality to inform me on my talk page which i fully and genuinely appreciate and commend it is uncharacteristic of the average editor to take this effort and i wish to recommend this effort to any other editor that takes this point of view i hope the conversation on the topic will continue note that the proposer has made significant edits on some dismissal of u s attorneys controversy articles in case others care to comment and participate,0,english_dataset,0,english,v1.0,2025-09-11,599,103
अगर ये किसी बांग्लादेशी के दिमाग से आया है फिर तो टट्टी ही होगा,1,hindi_dataset,0,hindi,v1.0,2025-09-11,63,14
पाकिस्तान का एक ही इलाज हा सुर वीर मोदी जी को विपछ में आने दो फिर देखना कैसे सबकी बोलती बंद कर देंगे पाकिस्तान उछल रहा है क्यू के अभी मोदी जी सत्ता में हा अर केवल निंदा कर सकते हैं,0,hindi_dataset,0,hindi,v1.0,2025-09-11,180,41
Kyun ki itna hate tumko karte hain ham,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,38,8
Subah Subah Chidiyo Ki Awaz Se Me Disturb Ho Jati Hun Jab Me Koi Bird nhi  Hu To Unki Awaz Kyu Sun Rhi Hu,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,105,24
this article should be merged it appears to exist to promote the sale of a commercial photograph the llanos article has two photographs of the bridge and says as much about the bridge as the point far article which fails to mention thank you hunt i r boat more could be said about the bridge but the place to say it is in the context of llanos,0,english_dataset,0,english,v1.0,2025-09-11,343,67
4 female rapists,1,english_dataset,0,english,v1.0,2025-09-11,16,3
you are that you a fucking dick head people like you should be entirely prohibited from editing wikipedia you should go first perhaps learn to some history and stop before spreading your propaganda propaganda,1,english_dataset,0,english,v1.0,2025-09-11,208,34
"यही कारण है कि हमें सीएए की आवश्यकता है। अधिनियम राष्ट्रीय लाभ के लिए आया था जबकि देशद्रोहियों ने इसे सांप्रदायिक बना दिया था। प्रदर्शनकारियों को शर्म आनी चाहिए

",0,hindi_dataset,0,hindi,v1.0,2025-09-11,162,29
कांग्रेस वालों को जूते मारने चाहिए और इनको गांड में डंडा डालना चाहिए,0,hindi_dataset,0,hindi,v1.0,2025-09-11,68,13
हर या सेना पर क़हर। मोदी जी इंतज़ार कर रहे हैं या कितनी सेना के लोग मरेंगे। अगर नोबल पुरस्कार मिल भी गया तो सैनिकों के मातम का जश्न जरूर बीजेपी वाले मनाएंगे। मोदी जी कहते हैं पाकिस्तान को मक़ूल जवाब देंगे। लेकिन पाकिस्तान तो आपको जवाब दे रहा है। शर्म अगर बाकी है तो पाकिस्तान को जवाब कब दोगे शेयर करो,0,hindi_dataset,0,hindi,v1.0,2025-09-11,300,62
ई हा साबर करो तुम्हारी गांड मरें गे तुम्हारी गर गुस के पाकिस्तान आर्मी दुनिया के नंबर वन आर्मी हा ठीक है केसी बे गलत फहमी में मत रहो अगर कोई गलती के तू पाक आर्मी तुम्हारी नसलीन फिन्श क्र डे गी अपनी औकात में रहो हिंदोस खबीस,0,hindi_dataset,0,hindi,v1.0,2025-09-11,222,48
i will help you mess sorry my boy ya mess who you understand yahhhh,1,english_dataset,0,english,v1.0,2025-09-11,67,14
comment on point of disagreement while worldwide coverage e g bias is not a go ahead requirement per se broad coverage is and that means the article addresses the main aspects of the topic exactly what this implies involves some subjective interpretation and judgment which is one reason that go ahead reviews are conducted by human beings rather than bots in some cases it be reasonable to argue that an article about a topic of global interest in this case in most common law countries does not address the main aspects if it only concentrates on the north american case i suggest that the reviewer here applies his judgment if the outcome is disputed renomination or community gar are available to obtain input from other editors geometry guy,0,english_dataset,0,english,v1.0,2025-09-11,745,128
Socha tha @KatrinaKaif_ sath degi par guilt hai isme. Help me help rape victims. https://twitter.com/ANI/status/955472446081056768 …,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,132,16
who the hell do you think you are you think you can just swan into the bryant press article and go restore some unsubstantiated political nonsense which has no citations honestly do something productive interfere with your life wikipedia spreads new unsubstantiated lies and people like you are the problem wikipedia which is used by the public without them realizing the kind of idiot imbeciles over who edit to it you are not a fit or proper person sir,1,english_dataset,0,english,v1.0,2025-09-11,454,79
that looks much better roxy good job talk,0,english_dataset,0,english,v1.0,2025-09-11,41,8
in a trashy car my lesbian hero drives in...,1,english_dataset,0,english,v1.0,2025-09-11,44,9
