text,hate_label,source,profanity_score,language,dataset_version,combined_date,text_length,word_count
Mehanat to school me copy karke likhne me b lagti hai fir illegal kyu? Atanki ko b lagti hai fir nafrat kyu? Paise lekar ghar ki aurato ka smman bech doge kya paise aur mehanat ke liye aap?,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,189,38
"Ladla wo hay jo fard jurm kay bad bhi girftar nahi hota, money trail nahi deta aur saza nahi milti, 14 murder karta hay aur phansi nahi lagti.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,142,28
aur ye barun ka comeback show tha. koi q nahi dekhna chahega? lekin fir b nahi dekh paye... mai shivani ko q hate karu? muze uski acting nahi achchi lagi. jo muze laga wo maine kaha. wo mera opinion hai.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,203,40
Sir ji ab ye possible nahi hai bahut nafrat hai dono or ab ek hi rasta hai sarhad ke lakir ko mita kar hi ye khatam ho sakta hai jinna sahab to mar gaye or neharu ji bhi ab fir se ek kartay hai dono mulk ko @chintskap akhand bharat ek bharathttps://twitter.com/chintskap/status/929429458188091392 …,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,298,53
"Code phatta hai toh phatne do, Mujhe project se nafrat ho gayi hai, Mujhe development team se hatne do",1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,102,19
Arsi bahar jani chahiye.... I hate arsi khan,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,44,8
Achha bta diya hum n show hi nhi dekha tha. Khbri krta kuch ni sirf mAA bnta h kr hina ko hate.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,95,22
"Karachi say agencies panjabi, pathano ko qatal kerkay onki lashain gaoon bhaijti hain takey mohajiro kaykhilaf nafrat paida ho",1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,126,19
Kaahe ke Hindu bhamhanwadi se nafrat hai bus,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,44,8
aj arshi ne jo laat eske pichwade mei mari thi wo photo twit kro bhai juldi se.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,79,17
Ar tag kro ki kon-kon esh hyena ko munh mei haddi dalna chahta h ya laat marna arshi ki trh.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,92,20
Gf khoon peene k liye hoti hai aur apne babu ko thana thilane k liye bas,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,72,16
Haa bhai. Ye chutiye log ki hatred apni liye milan ki bela ban k aayi hai. Lets screw this haters!! @addiadn1989 #WeSupportPadmavati,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,132,22
Abe bigg boss show me baki contestants bhi hai un se related news deta nhi...sirf sari updates hina se related deta hai...wo bhi hate wali...khabari hai bakri chabar chabar karta rehta hina k bare me,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,199,35
Stone Miracle of Hazrat Imam Hussain (RA) | Wo Pathar Jis Se Abhi Tak Khoon Behta Hai: http://youtu.be/9Kh_U6kZmqM?a  via @YouTube,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,130,20
Pappu ka ye saja phansi se kam nahi,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,35,8
Sir phansi nahi. .. sirf looted money wapas chaiya,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,50,9
"Bhai, ye log honour killing mein vishwas rakhne walo me se hain, khud dusri ki beheno ko din raat chedege, kisine inki behen pe tippani bhi kardi toh murder vegere ki dhamki dete hain",1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,183,34
Aap log kabhi America ki dalali karto kabhi nafrat,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,50,9
Agar isse love kehte toh hum jo karte usse kya hate?  @ChawalaRiya @Yashika12_K9https://twitter.com/DrrrSanket/status/928631679995879424 …,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,138,14
bc pehli baar kisne hail hitler kaha hai nahi toh #adolfhitler ko sab sadakchaap wala gaaliyan dete hai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,103,18
#Narendra modi u r a hopeless PM... Apne garib ko maar daala...... I hate u.... Sirf aap bol bacchan dete ho karte kuch bhi nhi...... U r fake person,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,149,29
Provinces or Banana to achi baat hay. Magar Pakistani bun Jana to Fakhar ki baat hui na. Baat baat p nafrat. Achi nahi,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,118,23
Acha tou un per quota system laga? Ya unko punjab say baher nikala jaisay mohajiron ko nikala intr sindh say? Unki industry nationalise hoi? Unko punjabion nay nafrat say pukra jaisay sindhi pukarty thy? Punjab ny unko qabool kia lakin sindhi ny hum ko nahi qabol kia,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,267,47
Bhutto Sb juke nahi phansi char gaye...Niazi se kaho mafi nama wapis le kar phansi char jaye phir maanoo or gande message bi chorne pare ge,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,139,26
Pervez musharraf ...Nawaz shareef ki tarhan haramkhoor choor aur awan ka paisa lotnay wala nahe tha atleast.. Haramkhoor nawaz shareef ko phansi do moto gang k sath,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,164,27
Jis country me sab se kam rape hote hn wahan ka qanoon laagu hona chahiye india me. Tabhi in darindo ka kuch ilaaj ho sakta hai.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,128,26
Dont hate. You nanhi si jaan. Aur ek tu woh b,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,45,11
mujhe to dono se hi nafrat he. par BJP se mujhe itni nafrat he Zindagi me ise vote nhi dunga. kyonki ye party vote ke laayak hi nhi he.,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,135,29
Ye shocked h Kya Lat padi h ise Arshi se jabardast.....Or khana khayegi n zillat ke laddu Salman ne bhijwa diye,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,111,21
Haha farzi hatred spreading moron @shaileshgam  blocked me.....,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,63,8
ye vidya salman se bhut bdi celebrity h.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,40,8
Ajkaal to usse achcha kaha jata hai jo dr ahmed ya tarek fatah jaise mahapurusoko dil wo jaan se mante hai..ye nafrat pahelane log apke guru ho sakte mera nahi..mere liye vivekanand jaise sakshiat jo kahete the hindu ya muslim her indians are my brother,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,253,45
"as a akshra i hate hina khan ,,but jaise hi usne is ghar m apne aap ko dikhaya hai ,,i respct her ,,bhai kitna bhi galti karlo bandi apne aapko sahi proof kar deti hai ..waah or jinko footage chaea wo hina hina karte rahte hai ,,hina kis kis ko palegi show m.apni image banao sab",1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,279,56
Salman bahut bda chutiya h. ..sirf shilpa ka side leta h.  Kaaaminaaaa....phone pe bhe shilpa se baat kia.   Chutiya.  I hate this biased show ...abe dhang se host kr.    Isbar unfair #LuvTyagi #eyehinakhan #ipriyanksharma,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,222,34
Aayega jab take alia ki shaadi age pass aayegi kyuki alia said 30ki hoote hi won shaadi kargi varun bhi kitna kutta hai Natasha ka shaadi ka spna this alia ke saath shaadi ki baat paaki kar ki hate varun alia sid please career pe focus karo aue alia ke banner se film mat karo,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,276,55
"mahajiron se kisi ko bhe nafrat nahe hai,mostly log mohajiron ki tragedy ko samjhte hain.aur ,but altaf husain ne qatal o gharatkar ke mohajir cause ko badnaam kar dia hai.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,172,30
Haan hm tilak dekr chhod dete hain jalate nahin hain orton ko ya kisi baba ko rape krne ke liye nahin dete hain,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,111,23
Pata nahi log kyun rape karte he farziwal ke sarkar me har 1 km par spa khula he aap bhi add kar do rape kam hi jayenge,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,119,27
"Ye kasisi sacchai Hai RSS wale Bomb banate Hai aur media Raafiya Naaz ko lekar Muslmano ke khilaf zaher ugalta Hai kub Tak aisa chalega,",1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,136,25
apne personal hatred k liye srk ka nam badnam kr rhe hai chutiye...bhakts ko support kaise kr sakta hai koi lolll,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,113,21
Red sy kyunky red tumhe meray khoon ki yaad dilay ga <3,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,55,12
"is ghar main apko jis insan se nafrat ho samjh lo wo insan nafrat ke layak nahi hai balki izzat ke layak hai ,or jisko dekhke izzat ka dil kare samjh lo wo bahrupiya hai ,,ye is ghar ki khasiyat hai ..3 people are real..sapna akash or hina.baki sab fake or banwti hai. #BB11",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,274,54
Ek  Ara ke Bjp ke jila mahamantri  Sh.Dhirendra singh se sare aam Road chaap leader Surendra singh or uske bodyguard Rinku singh murder karne ke udeshye se aa kar maarvkar chala jata hai .or Hamari BJP ke karya karta aise hi baithe hai.kal ye ghatna aap or Hum  .,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,263,49
Pichle 2 month se jio ka net 50K/s se jyada jata bhi nahi hai kuch bhi online dekhe to buffering ke bina sambhav hi nahi hai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,124,26
4G bolkar 2G ka speed mil raha hai ye sara sar dokha hai .I hate jio,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,68,16
tujhe murder kar dungi main!,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,28,5
I hate weddings ye madrchod log 1 ghante se ghar k niche dhol baja rhe h,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,72,16
Haan khuch log to twtr se v murder kr shakte hain apni ghatiya tweets se aayi,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,77,16
Humidity ka kam tu mat kar rape hua he bhi ki ni 95%case jhut hote he fashion ban gaya he ye fasal mota kamao tum chutya media ki vajah se,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,138,30
"Hina apni galti manane ko tayar hi nahi hoti.wo hai kya ki usko itna ghamand hai,sabko bolti hai ye mera class nahi,fake lady,arshi bahut acchi hai is heena se,I hate her",1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,170,31
Jis par nitiyo he wahi janta he ye media bhenchod rape rape chillata he sach kutch or hota he isiliye.Aropi ladki jhute fasa deti he 95%forg,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,140,26
"Chatukarta ke baare me to Maine Suna hai BJP ne ab tak ke saare record tor diye lab ke. Ab to Pehchaan hi yahi hai DOOSRI buri zubaan, gaaliyan aur sachchayee, imaandaari aur aqal se nafrat.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,190,36
Saheb 60 sal.Kyabhutta. bun rahe tha or. Kabhi cort nahi gaye ho pahle pata karo rape ke 95%case forge hote he tum jaise media kanon banwaya,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,140,26
lol true kuy ki uski jo awwam haina jo is duniya se bhaar jaha se jaadu aaya tha vha ke log aise krte hai aur khud buddhi hai aur dusro ko bolti kitna makeup krti hai khud asli pic dekh legi na jiss deen khud se nafrat krne lagi arshi,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,234,50
@JioCare mere aria me jio ka speed 50K/s se jyada  milta hi nahi hai .Aisa sambhav hi nahi hai ki bina buffering ka koi video online dekh le,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,140,28
4G ke naam par 2G mil raha kai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,30,8
Aisa hi raha to recharge samapt hone ke baad jio chor kar kisi aur me chale jayege,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,82,17
"Sanitary Napkin bhi sasti ho gayi Pahan le , Bahut khoon fek raha tum logo ki dukan se",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,86,18
Aaj to Salman bhi chupke se bol Gaye k I hate Hina and agree with #Arshi fir bhi Hina k andhe bhakto ko dhik nhi raha,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,117,26
"Sabhi jagah to media wale nafrat or jhgde to faila hi rhe hai ,ab logo k ghar me v suru ho gye",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,94,22
30 saal Punjab ki awam ka khoon choosnay walay Sharif brothers aaj Tak saverage ka nizam theak nai kar sakay..,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,110,20
#Hina ko main dekhna or Soonna pasand Nahi karta I hate #HinaKhan,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,65,12
Tujhe nafrat hoti hai na pando se.. Tu bhi pandi hi hai.. Ek kaam kr.. Ek baap ki aulaad hai to ek dalit se shadi krio. Dekhte hain ki tujhe sirf yahan publicity chahiye ya tu sacchi h.. Mai ek dalit se pyar krta hu aur shadi bhi krunga usise.,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,243,50
What's wrong with Sapna... Samjhti kya hai... After Hina I hate her... Kitna attitude hai... Karna kuch nahi hai bas bakwas karni hai.... #BB11,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,143,24
Har election ke pahiley Janta ke samne kuch tukde fenk diye hate hain,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,69,13
Mera Khoon khaula tha q ki wo movie Boycott Khan ki wajah se hui thi aur Ye Rajpoot ki wajah se...,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,98,21
I hate this Sapna so much  itna ghamand kisliye bhai?,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,53,10
Bhai ji aap ko Kya karna hai birthday manaye ya nhi manaye...aap apna kaam theek se toh karna sheekho..jhut or jumlaa aap k khoon mai hai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,137,26
Hina ne Shilpa ji ko kitna Acha Bola hai ki humare profession main make-up lagana padta hai aapki aadat chhoot gayi hogi,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,120,22
Padmavati Ka Dusra Khoon Sunkar Kano Se Khoon Nikalne Waala Aur Deepika Ko Dekhte Hi Vomiting. Koi Itni Ugly Kesi Dikh Sakti Hai Bhai.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,134,24
Arshe jaisii Gandi tho nahi hai hina...we love hina we hate Arshi n Akash,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,73,14
"Punjabion ne Punjabion ko maara. Isliye nahi jataya aap ne. Kisi ne nahin kaha tha apne hi zaat paat muhallay ki aurton ka rape karo, kisi ne nahin kaha tha aik doosre ke talwaaron se shaheed kar do. Ab is main koi aur kia kare jo Punjabion ne khud aik doosre ke saath kia? https://twitter.com/samar_abc/status/929395873695617024 …",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,331,56
Bhai wo hate story ki stages hoti hn..,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,38,8
Bohat hi fazool. college se sakht nafrat hai. Mujhe 10th ki chuttiyan wapis la do,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,81,15
@deepikapadukone ne SRK ko attitude dikhaya tha.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,48,7
Better hai sab milke kuch accha socho acchi sarkar yuva sarkar banao kuch progress karo milke jisse desh ki taraqqi ho.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,119,21
"Bhai movie nai Dekhi par Sanjay Leela ko jaante hai, aapko agar pata hota kei ye Saab raajput se nafrat kyu krte hai or ek baar nai ye apni kai filmo me raajput o ko nicha dikhane ka koi moka nai chodte. To aap ye bakwaas nai krte",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,230,48
"Lol maine pura thread kiya tha, wo dekha nai? KARMA IS REAL.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,60,12
LEKIN TUM SAB LOG PERSONAL HATE KI WAJAH SE CHUTIYAPA KARTE HO,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,62,12
Se Cancer K Mareez K Elaj Karwane Lahor Jane Wale Mutadid Sheri Panjab Poliec K Hate Chad Gai.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,94,18
Mai bahut respect kar Tha @deepikapadukone ko Dilwale k phele Tak jab usne  #ChallengeAccepted ka tweet dala tabse aj tak hate h hate krta Hun aur karta Rahunga (Kismat badi kutti cheez hai saali kabhi bhi palat jaati hai) Kabhi nhi bholunga jab Tak h jan,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,255,46
"Ye deekho ek aur farzi rashtravadi.. isko Muslims ka cencus yaad hoga aur pure world ka history bata dega, Islam majority = Terrorism & Non secular, yahi samjayega.. Hindu bachao yahi chilayega.. hahaha https://twitter.com/Atheist_Krishna/status/929392383912845312 …",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,266,35
Koii School ka Imtihaan Nhi,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,27,5
"Fir bhi Hindu Terrorism secular logonko najar ata hai aur Yoga me communalism & safronisation! Unka Yoga virodh hindu virodh nahi, secularism & shanti sandesh samazna chahiye! https://twitter.com/pooja303singh/status/929223222356271104 …",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,237,29
"Ravish SACHCHA suchcha journalist hai. AUR BJP KO SACHCHE, IMAANDAARI AUR BUDHDHIJEEVI, INTELLIGENT AUR ACHHE LOGON SE NAFRAT HAI. EXTRA ORDINARY LOUD VOICE AUR ZEHREELE SHABD ISTEMAAL KARENGE.HAR WAQT GUSSIE ME RAHENGE.YE KYA SANSKAAR,LARISA CULTURE HAI.BURE LOG. BURI SOC.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,274,39
Oooo hello jo bhi serial dekhke hina ke fan the wo sab log aaj hina ho hate karne lage he 60% log ab samaj lo tum hi.n salmanji ne bhi aaj hina ki bajai lagta he dekha nahi he. Kutti he hina,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,190,42
Tum Ne Dekha Ho Ga K Kanta Lagny Per Log Phool Ko B Phenk Dety  Hain .Love U.....,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,81,18
Ham likhte hi aisa hai ki khoon garam ho jaae! Khikhikhi! Khair yah bas mera imagination hai as a writer! Baaki OM RAUT ne apna likha hoga kuch alag!,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,149,29
bhai isko idhar chod aur nikal..iska movie aane de..tab dekhta hoo isko..saale sab milke hate trend karre hai..God bless them,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,125,20
"Ram ko kalpanik bolne Wala aur ye kehne Wala ki "" Jo Mandir jaate hai, wo ladkiya chedte hai"" Aisa kutta ab ""TEMPLE RUN"" Khel Raha hai...",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,137,27
"Ye to Hinduo se nafrat karta hai na....fir Mandir k dhakke kyu...isse Astha se koi mtlb nahi, elections se hai.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,111,20
Achchha Indian Hindu n achchha Indian Muslim kabhi bhi ekdusre ke liye dil me nafrat nahi rakhta!Sir aap aise comments ko ignore karein pls!,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,140,24
@Bigg_Boss__ Hina  such a diplomatic  drama queen..khud aag lagati Hai baad me dusro ka naam leti Hai..hate u,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,109,18
Koi Tiger ka khoon kar do... Humari nhi to kisi ki nahi...,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,58,12
Jiska khoon  ek movie free mein dekhne ke liye ufaan maare wo Rajput,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,68,13
Jo bina zyaada load liye movie dekhne jaae wo moviegoer,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,55,10
"Jo Twitter pe Support, Boycott ka trend kare wo Chutiye",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,55,10
hina khan ek murder bhi kar degi toh bolegi maine use jaan lene ke liye nahi maara aise hi goli chalakar dekh rahi thi uspe,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,123,25
"Sir @jaipur_police , humare Rajput bhai @amitsingh933 ka khoon... http://fb.me/7sbLsxEy1 ",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,89,10
"Sir @jaipur_police , humare Rajput bhai @amitsingh933 ka khoon ufaan maar raha hai.  Kuch ho sakta hai kya? pic.twitter.com/58WFsQwnUh",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,134,19
ISE DEKH KAR JISKA KHOON NA KHOLE OR WO CHEEPIKIANS KO SUPPORT KARE TO WO CHUTIYA https://twitter.com/indicine/status/678186502291984384 …,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,138,18
India wale sab arshi ko hate karte h,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,36,8
Dil Sambhal Ja Zara Phir Mohabbat Karne Chala Hai Tu- Murder-2,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,62,11
Hate them. Sare marks yahin jate hain bc kisi ko kuch nahi ata,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,62,13
Yaar I hate Bigg Boss par Aaj Maine Kapil  sir ke liye Bigg Boss Dekha per Kapil  sir to Aaye hi nahi,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,101,22
370 hate ya na hate abdullah india me hoke v pok pakistan ka batate hai aur tere jese 2 kodi ki congi chudail wahi kahegi jo congress karti ayi hai. tujhe v lagta hai halala ki aadat pad gyi hai islie esa bol rhi hai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,216,45
KOI RAPE KAR RAHA HO ..AUR TUM DEKHTE RAHO TOH TUM BHI GUNHEGAR HO,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,66,14
To Bhai muhabbat konsa DSP lagwa deti Ha,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,40,8
@BeingSalmanKhan I hate ppl wen dey call him bhai jabki vo feeling hoti hi nahi hai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,83,16
Desh me kitna Hatred felaoge Sir ji,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,35,7
Mulle Sirf terrorism ko invent karne ke liye jeet sakte hai..,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,61,11
"Is MC ko Bharat mein la kar phansi dena hai!! Kya  kar rhi BJP sarkar, parliament mein phle Pakistan  ko Atankwadi desh to ghosit kare e.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,137,26
suadie kings apne badshat bachane k liye kisi ko be ne chora,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,60,12
muslamno ko Mecca aur Madina k nam pe cash karwata raha,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,55,11
@BeingSalmanKhan Aajkal Thodi bahut Nafrat si ho gai hai Aapse d way u... Blacked Heena Khan ....,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,97,17
hatred for all men..Dosti hai Dushmani to nahin..,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,49,8
I also hate her ... mc @deepikapadukone bhut ghamandi hai... Srk ko thanks tak Ni bolahttps://twitter.com/5blurryface/status/929370858463752193 …,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,145,17
Varun khan? ulti ganga hate speech @SanjayAzadSln @jigneshmevani80 @Shehla_Rashid @DrKumarVishwas @kanhaiyajnusu @ikamalhaasan @LambaAlka,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,137,13
Bhakts Hamesha SRK Ko Target Krte Hai ..,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,40,8
Hate Deepika K Liye Hai ..,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,26,6
Tag Block Bhakt Ka  Real SRK Haters ....,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,40,8
Btw Movie Apne Ko Dekhna nhi Hai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,32,7
